,Estimator,relationship,Relatedness_Value
2094,QGM,Full-Sibs,0.7483
2095,QGM,Full-Sibs,0.4087
2096,QGM,Full-Sibs,0.3309
2097,QGM,Full-Sibs,0.6512
2098,QGM,Full-Sibs,0.5959
2099,QGM,Full-Sibs,0.5566
2100,QGM,Full-Sibs,0.3926
2101,QGM,Full-Sibs,0.4758
2102,QGM,Full-Sibs,0.3653
2103,QGM,Full-Sibs,0.366
2104,QGM,Full-Sibs,0.3972
2105,QGM,Full-Sibs,0.5721
2106,QGM,Full-Sibs,0.5125
2107,QGM,Full-Sibs,0.5998
2108,QGM,Full-Sibs,0.531
2109,QGM,Full-Sibs,0.5466
2110,QGM,Full-Sibs,0.3468
2111,QGM,Full-Sibs,0.7108
2112,QGM,Full-Sibs,0.6574
2113,QGM,Full-Sibs,0.622
2114,QGM,Full-Sibs,0.7185
2115,QGM,Full-Sibs,0.3802
2116,QGM,Full-Sibs,0.5263
2117,QGM,Full-Sibs,0.7313
2118,QGM,Full-Sibs,0.5612
2119,QGM,Full-Sibs,0.3557
2120,QGM,Full-Sibs,0.4385
2121,QGM,Full-Sibs,0.4826
2122,QGM,Full-Sibs,0.6
2123,QGM,Full-Sibs,0.5555
2124,QGM,Full-Sibs,0.5418
2125,QGM,Full-Sibs,0.5435
2126,QGM,Full-Sibs,0.6378
2127,QGM,Full-Sibs,0.4283
2128,QGM,Full-Sibs,0.5511
2129,QGM,Full-Sibs,0.3655
2130,QGM,Full-Sibs,0.6416
2131,QGM,Full-Sibs,0.6182
2132,QGM,Full-Sibs,0.4943
2133,QGM,Full-Sibs,0.5326
2134,QGM,Full-Sibs,0.3579
2135,QGM,Full-Sibs,0.6128
2136,QGM,Full-Sibs,0.5277
2137,QGM,Full-Sibs,0.5539
2138,QGM,Full-Sibs,0.4813
2139,QGM,Full-Sibs,0.497
2140,QGM,Full-Sibs,0.4101
2141,QGM,Full-Sibs,0.2396
2142,QGM,Full-Sibs,0.5412
2143,QGM,Full-Sibs,0.5197
2144,QGM,Full-Sibs,0.3509
2145,QGM,Full-Sibs,0.5401
2146,QGM,Full-Sibs,0.5232
2147,QGM,Full-Sibs,0.6605
2148,QGM,Full-Sibs,0.4255
2149,QGM,Full-Sibs,0.3892
2150,QGM,Full-Sibs,0.6204
2151,QGM,Full-Sibs,0.7038
2152,QGM,Full-Sibs,0.6846
2153,QGM,Full-Sibs,0.7609
2154,QGM,Full-Sibs,0.2314
2155,QGM,Full-Sibs,0.4092
2156,QGM,Full-Sibs,0.6656
2157,QGM,Full-Sibs,0.4246
2158,QGM,Full-Sibs,0.3124
2159,QGM,Full-Sibs,0.2641
2160,QGM,Full-Sibs,0.5351
2161,QGM,Full-Sibs,0.3477
2162,QGM,Full-Sibs,0.6154
2163,QGM,Full-Sibs,0.5544
2164,QGM,Full-Sibs,0.6319
2165,QGM,Full-Sibs,0.5136
2166,QGM,Full-Sibs,0.3525
2167,QGM,Full-Sibs,0.5862
2168,QGM,Full-Sibs,0.3586
2169,QGM,Full-Sibs,0.4797
2170,QGM,Full-Sibs,0.5834
2171,QGM,Full-Sibs,0.6416
2172,QGM,Full-Sibs,0.5979
2173,QGM,Full-Sibs,0.6267
2174,QGM,Full-Sibs,0.7325
2175,QGM,Full-Sibs,0.6495
2176,QGM,Full-Sibs,0.4218
2177,QGM,Full-Sibs,0.4018
2178,QGM,Full-Sibs,0.5948
2179,QGM,Full-Sibs,0.5516
2180,QGM,Full-Sibs,0.7143
2181,QGM,Full-Sibs,0.4755
2182,QGM,Full-Sibs,0.3423
2183,QGM,Full-Sibs,0.5184
2184,QGM,Full-Sibs,0.6162
2185,QGM,Full-Sibs,0.3175
2186,QGM,Full-Sibs,0.2971
2187,QGM,Full-Sibs,0.5124
2188,QGM,Full-Sibs,0.6872
2189,QGM,Full-Sibs,0.6722
2190,QGM,Full-Sibs,0.7077
2191,QGM,Full-Sibs,0.3551
2192,QGM,Full-Sibs,0.1051
2193,QGM,Full-Sibs,0.593
2194,QGM,Full-Sibs,0.7
2195,QGM,Full-Sibs,0.565
2196,QGM,Full-Sibs,0.3568
2197,QGM,Full-Sibs,0.4113
2198,QGM,Full-Sibs,0.6125
2199,QGM,Full-Sibs,0.5068
2200,QGM,Full-Sibs,0.6401
2201,QGM,Full-Sibs,0.5434
2202,QGM,Full-Sibs,0.3656
2203,QGM,Full-Sibs,0.3543
2204,QGM,Full-Sibs,0.463
2205,QGM,Full-Sibs,0.285
2206,QGM,Full-Sibs,0.6493
2207,QGM,Full-Sibs,0.4237
2208,QGM,Full-Sibs,0.4646
2209,QGM,Full-Sibs,0.4596
2210,QGM,Full-Sibs,0.4575
2211,QGM,Full-Sibs,0.6183
2212,QGM,Full-Sibs,0.4459
2213,QGM,Full-Sibs,0.4336
2214,QGM,Full-Sibs,0.537
2215,QGM,Full-Sibs,0.186
2216,QGM,Full-Sibs,0.3703
2217,QGM,Full-Sibs,0.5999
2218,QGM,Full-Sibs,0.4742
2219,QGM,Full-Sibs,0.7966
2220,QGM,Full-Sibs,0.2936
2221,QGM,Full-Sibs,0.4512
2222,QGM,Full-Sibs,0.5078
2223,QGM,Full-Sibs,0.6161
2224,QGM,Full-Sibs,0.3785
2225,QGM,Full-Sibs,0.5306
2226,QGM,Full-Sibs,0.4026
2227,QGM,Full-Sibs,0.6762
2228,QGM,Full-Sibs,0.5324
2229,QGM,Full-Sibs,0.4996
2230,QGM,Full-Sibs,0.4812
2231,QGM,Full-Sibs,0.7686
2232,QGM,Full-Sibs,0.6138
2233,QGM,Full-Sibs,0.5523
2234,QGM,Full-Sibs,0.4105
2235,QGM,Full-Sibs,0.4148
2236,QGM,Full-Sibs,0.192
2237,QGM,Full-Sibs,0.407
2238,QGM,Full-Sibs,0.4845
2239,QGM,Full-Sibs,0.5232
2240,QGM,Full-Sibs,0.3129
2241,QGM,Full-Sibs,0.6981
2242,QGM,Full-Sibs,0.4822
2243,QGM,Full-Sibs,0.7401
2244,QGM,Full-Sibs,0.5799
2245,QGM,Full-Sibs,0.3819
2246,QGM,Full-Sibs,0.617
2247,QGM,Full-Sibs,0.7326
2248,QGM,Full-Sibs,0.5751
2249,QGM,Full-Sibs,0.4864
2250,QGM,Full-Sibs,0.4272
2251,QGM,Full-Sibs,0.4149
2252,QGM,Full-Sibs,0.3422
2253,QGM,Full-Sibs,0.7539
2254,QGM,Full-Sibs,0.4291
2255,QGM,Full-Sibs,0.2551
2256,QGM,Full-Sibs,0.3748
2257,QGM,Full-Sibs,0.5448
2258,QGM,Full-Sibs,0.51
2259,QGM,Full-Sibs,0.5978
2260,QGM,Full-Sibs,0.548
2261,QGM,Full-Sibs,0.6366
2262,QGM,Full-Sibs,0.4325
2263,QGM,Full-Sibs,0.7528
2264,QGM,Full-Sibs,0.6637
2265,QGM,Full-Sibs,0.2941
2266,QGM,Full-Sibs,0.64
2267,QGM,Full-Sibs,0.6254
2268,QGM,Full-Sibs,0.4473
2269,QGM,Full-Sibs,0.4968
2270,QGM,Full-Sibs,0.5841
2271,QGM,Full-Sibs,0.7523
2272,QGM,Full-Sibs,0.3878
2273,QGM,Full-Sibs,0.3301
2274,QGM,Full-Sibs,0.6593
2275,QGM,Full-Sibs,0.3589
2276,QGM,Full-Sibs,0.4427
2277,QGM,Full-Sibs,0.372
2278,QGM,Full-Sibs,0.4322
2279,QGM,Full-Sibs,0.4613
2280,QGM,Full-Sibs,0.5569
2281,QGM,Full-Sibs,0.4266
2282,QGM,Full-Sibs,0.4953
2283,QGM,Full-Sibs,0.412
2284,QGM,Full-Sibs,0.3517
2285,QGM,Full-Sibs,0.3328
2286,QGM,Full-Sibs,0.7805
2287,QGM,Full-Sibs,0.4727
2288,QGM,Full-Sibs,0.3624
2289,QGM,Full-Sibs,0.5217
2290,QGM,Full-Sibs,0.5521
2291,QGM,Full-Sibs,0.5485
2292,QGM,Full-Sibs,0.7859
2293,QGM,Full-Sibs,0.5585
2294,QGM,Full-Sibs,0.3243
2295,QGM,Full-Sibs,0.7177
2296,QGM,Full-Sibs,0.6614
2297,QGM,Full-Sibs,0.5123
2298,QGM,Full-Sibs,0.578
2299,QGM,Full-Sibs,0.5036
2300,QGM,Full-Sibs,0.2325
2301,QGM,Full-Sibs,0.3211
2302,QGM,Full-Sibs,0.3841
2303,QGM,Full-Sibs,0.3963
2304,QGM,Full-Sibs,0.5352
2305,QGM,Full-Sibs,0.6476
2306,QGM,Full-Sibs,0.5523
2307,QGM,Full-Sibs,0.393
2308,QGM,Full-Sibs,0.4308
2309,QGM,Full-Sibs,0.3859
2310,QGM,Full-Sibs,0.4012
2311,QGM,Full-Sibs,0.79
2312,QGM,Full-Sibs,0.481
2313,QGM,Full-Sibs,0.5686
2314,QGM,Full-Sibs,0.5954
2315,QGM,Full-Sibs,0.4798
2316,QGM,Full-Sibs,0.7496
2317,QGM,Full-Sibs,0.535
2318,QGM,Full-Sibs,0.6176
2319,QGM,Full-Sibs,0.5112
2320,QGM,Full-Sibs,0.4465
2321,QGM,Full-Sibs,0.5378
2322,QGM,Full-Sibs,0.591
2323,QGM,Full-Sibs,0.588
2324,QGM,Full-Sibs,0.5787
2325,QGM,Full-Sibs,0.6
2326,QGM,Full-Sibs,0.5944
2327,QGM,Full-Sibs,0.657
2328,QGM,Full-Sibs,0.5761
2329,QGM,Full-Sibs,0.5026
2330,QGM,Full-Sibs,0.6076
2331,QGM,Full-Sibs,0.6331
2332,QGM,Full-Sibs,0.8
2333,QGM,Full-Sibs,0.521
2334,QGM,Full-Sibs,0.7197
2335,QGM,Full-Sibs,0.3775
2336,QGM,Full-Sibs,0.5533
2337,QGM,Full-Sibs,0.356
2338,QGM,Full-Sibs,0.5372
2339,QGM,Full-Sibs,0.3728
2340,QGM,Full-Sibs,0.5165
2341,QGM,Full-Sibs,0.638
2342,QGM,Full-Sibs,0.5231
2343,QGM,Full-Sibs,0.4153
2344,QGM,Full-Sibs,0.6687
2345,QGM,Full-Sibs,0.412
2346,QGM,Full-Sibs,0.626
2347,QGM,Full-Sibs,0.6171
2348,QGM,Full-Sibs,0.6169
2349,QGM,Full-Sibs,0.5053
2350,QGM,Full-Sibs,0.4044
2351,QGM,Full-Sibs,0.3537
2352,QGM,Full-Sibs,0.4163
2353,QGM,Full-Sibs,0.5103
2354,QGM,Full-Sibs,0.3216
2355,QGM,Full-Sibs,0.578
2356,QGM,Full-Sibs,0.4883
2357,QGM,Full-Sibs,0.5042
2358,QGM,Full-Sibs,0.4891
2359,QGM,Full-Sibs,0.736
2360,QGM,Full-Sibs,0.3929
2361,QGM,Full-Sibs,0.7101
2362,QGM,Full-Sibs,0.6522
2363,QGM,Full-Sibs,0.567
2364,QGM,Full-Sibs,0.3415
2365,QGM,Full-Sibs,0.3836
2366,QGM,Full-Sibs,0.6351
2367,QGM,Full-Sibs,0.5552
2368,QGM,Full-Sibs,0.539
2369,QGM,Full-Sibs,0.4314
2370,QGM,Full-Sibs,0.3405
2371,QGM,Full-Sibs,0.6441
2372,QGM,Full-Sibs,0.6519
2373,QGM,Full-Sibs,0.2917
2374,QGM,Full-Sibs,0.3218
2375,QGM,Full-Sibs,0.4133
2376,QGM,Full-Sibs,0.3116
2377,QGM,Full-Sibs,0.3992
2378,QGM,Full-Sibs,0.4531
2379,QGM,Full-Sibs,0.3075
2380,QGM,Full-Sibs,0.4566
2381,QGM,Full-Sibs,0.302
2382,QGM,Full-Sibs,0.5717
2383,QGM,Full-Sibs,0.5056
2384,QGM,Full-Sibs,0.3073
2385,QGM,Full-Sibs,0.7832
2386,QGM,Full-Sibs,0.5303
2387,QGM,Full-Sibs,0.5865
2388,QGM,Full-Sibs,0.8152
2389,QGM,Full-Sibs,0.5166
2390,QGM,Full-Sibs,0.1968
2391,QGM,Full-Sibs,0.6004
2392,QGM,Full-Sibs,0.329
2393,QGM,Full-Sibs,0.2695
2394,QGM,Full-Sibs,0.6701
2395,QGM,Full-Sibs,0.6005
2396,QGM,Full-Sibs,0.4759
2397,QGM,Full-Sibs,0.4262
2398,QGM,Full-Sibs,0.3404
2399,QGM,Full-Sibs,0.7113
2400,QGM,Full-Sibs,0.4975
2401,LRM,Half-Sibs,0.1479
2402,LRM,Half-Sibs,0.275
2403,LRM,Half-Sibs,0.4736
2404,LRM,Half-Sibs,0.3764
2405,LRM,Half-Sibs,0.2239
2406,LRM,Half-Sibs,0.4333
2407,LRM,Half-Sibs,0.2334
2408,LRM,Half-Sibs,0.2474
2409,LRM,Half-Sibs,0.4186
2410,LRM,Half-Sibs,0.1647
2411,LRM,Half-Sibs,0.4307
2412,LRM,Half-Sibs,0.2346
2413,LRM,Half-Sibs,0.2142
2414,LRM,Half-Sibs,0.2214
2415,LRM,Half-Sibs,0.3854
2416,LRM,Half-Sibs,0.1804
2417,LRM,Half-Sibs,0.3979
2418,LRM,Half-Sibs,0.0837
2419,LRM,Half-Sibs,0.1612
2420,LRM,Half-Sibs,0.508
2421,LRM,Half-Sibs,0.4657
2422,LRM,Half-Sibs,0.3928
2423,LRM,Half-Sibs,0.2388
2424,LRM,Half-Sibs,0.1533
2425,LRM,Half-Sibs,0.4244
2426,LRM,Half-Sibs,0.4438
2427,LRM,Half-Sibs,0.0185
2428,LRM,Half-Sibs,0.0993
2429,LRM,Half-Sibs,0.5649
2430,LRM,Half-Sibs,0.372
2431,LRM,Half-Sibs,0.337
2432,LRM,Half-Sibs,0.2146
2433,LRM,Half-Sibs,0.2239
2434,LRM,Half-Sibs,0.4488
2435,LRM,Half-Sibs,0.2058
2436,LRM,Half-Sibs,0.2457
2437,LRM,Half-Sibs,0.2306
2438,LRM,Half-Sibs,0.1854
2439,LRM,Half-Sibs,0.0699
2440,LRM,Half-Sibs,0.3628
2441,LRM,Half-Sibs,0.3642
2442,LRM,Half-Sibs,0.1146
2443,LRM,Half-Sibs,-1.00E-04
2444,LRM,Half-Sibs,0.1282
2445,LRM,Half-Sibs,0.1685
2446,LRM,Half-Sibs,0.0865
2447,LRM,Half-Sibs,0.2757
2448,LRM,Half-Sibs,0.3185
2449,LRM,Half-Sibs,0.597
2450,LRM,Half-Sibs,0.3928
2451,LRM,Half-Sibs,0.2698
2452,LRM,Half-Sibs,0.2387
2453,LRM,Half-Sibs,0.1972
2454,LRM,Half-Sibs,0.5122
2455,LRM,Half-Sibs,0.3641
2456,LRM,Half-Sibs,0.2375
2457,LRM,Half-Sibs,0.3961
2458,LRM,Half-Sibs,0.372
2459,LRM,Half-Sibs,0.4717
2460,LRM,Half-Sibs,0.148
2461,LRM,Half-Sibs,0.2172
2462,LRM,Half-Sibs,0.4669
2463,LRM,Half-Sibs,0.1563
2464,LRM,Half-Sibs,0.2909
2465,LRM,Half-Sibs,0.2441
2466,LRM,Half-Sibs,0.2201
2467,LRM,Half-Sibs,0.4834
2468,LRM,Half-Sibs,0.5424
2469,LRM,Half-Sibs,0.1368
2470,LRM,Half-Sibs,0.2622
2471,LRM,Half-Sibs,0.3357
2472,LRM,Half-Sibs,0.2979
2473,LRM,Half-Sibs,0.53
2474,LRM,Half-Sibs,0.2549
2475,LRM,Half-Sibs,0.352
2476,LRM,Half-Sibs,0.2899
2477,LRM,Half-Sibs,0.0554
2478,LRM,Half-Sibs,0.2051
2479,LRM,Half-Sibs,-0.0379
2480,LRM,Half-Sibs,0.1086
2481,LRM,Half-Sibs,0.2739
2482,LRM,Half-Sibs,0.2224
2483,LRM,Half-Sibs,0.0585
2484,LRM,Half-Sibs,0.3963
2485,LRM,Half-Sibs,0.499
2486,LRM,Half-Sibs,0.2859
2487,LRM,Half-Sibs,0.1286
2488,LRM,Half-Sibs,0.2861
2489,LRM,Half-Sibs,0.1045
2490,LRM,Half-Sibs,0.3455
2491,LRM,Half-Sibs,0.2061
2492,LRM,Half-Sibs,0.3686
2493,LRM,Half-Sibs,0.3099
2494,LRM,Half-Sibs,0.2545
2495,LRM,Half-Sibs,0.4107
2496,LRM,Half-Sibs,0.331
2497,LRM,Half-Sibs,0.1852
2498,LRM,Half-Sibs,0.2649
2499,LRM,Half-Sibs,0.5372
2500,LRM,Half-Sibs,0.3064
2501,LRM,Half-Sibs,0.3561
2502,LRM,Half-Sibs,0.2279
2503,LRM,Half-Sibs,0.2124
2504,LRM,Half-Sibs,0.5342
2505,LRM,Half-Sibs,0.4906
2506,LRM,Half-Sibs,0.2996
2507,LRM,Half-Sibs,0.1516
2508,LRM,Half-Sibs,0.0547
2509,LRM,Half-Sibs,0.1139
2510,LRM,Half-Sibs,0.1855
2511,LRM,Half-Sibs,0.2249
2512,LRM,Half-Sibs,0.3398
2513,LRM,Half-Sibs,0.2685
2514,LRM,Half-Sibs,0.3223
2515,LRM,Half-Sibs,0.3455
2516,LRM,Half-Sibs,0.2058
2517,LRM,Half-Sibs,0.3766
2518,LRM,Half-Sibs,0.3392
2519,LRM,Half-Sibs,0.2412
2520,LRM,Half-Sibs,0.5283
2521,LRM,Half-Sibs,0.1037
2522,LRM,Half-Sibs,0.3294
2523,LRM,Half-Sibs,0.4201
2524,LRM,Half-Sibs,0.1503
2525,LRM,Half-Sibs,0.377
2526,LRM,Half-Sibs,0.001
2527,LRM,Half-Sibs,0.0472
2528,LRM,Half-Sibs,0.2058
2529,LRM,Half-Sibs,0.3057
2530,LRM,Half-Sibs,-0.0024
2531,LRM,Half-Sibs,0.248
2532,LRM,Half-Sibs,0.5389
2533,LRM,Half-Sibs,0.0939
2534,LRM,Half-Sibs,0.4056
2535,LRM,Half-Sibs,0.2767
2536,LRM,Half-Sibs,0.2087
2537,LRM,Half-Sibs,0.6543
2538,LRM,Half-Sibs,0.2021
2539,LRM,Half-Sibs,0.037
2540,LRM,Half-Sibs,0.2681
2541,LRM,Half-Sibs,0.179
2542,LRM,Half-Sibs,0.5833
2543,LRM,Half-Sibs,0.2391
2544,LRM,Half-Sibs,0.3454
2545,LRM,Half-Sibs,0.3256
2546,LRM,Half-Sibs,0.4895
2547,LRM,Half-Sibs,0.1896
2548,LRM,Half-Sibs,0.0661
2549,LRM,Half-Sibs,0.0125
2550,LRM,Half-Sibs,0.2286
2551,LRM,Half-Sibs,0.2587
2552,LRM,Half-Sibs,0.032
2553,LRM,Half-Sibs,0.4439
2554,LRM,Half-Sibs,0.1776
2555,LRM,Half-Sibs,0.1695
2556,LRM,Half-Sibs,0.0249
2557,LRM,Half-Sibs,0.1834
2558,LRM,Half-Sibs,0.2218
2559,LRM,Half-Sibs,0.0673
2560,LRM,Half-Sibs,0.3389
2561,LRM,Half-Sibs,0.611
2562,LRM,Half-Sibs,0.2997
2563,LRM,Half-Sibs,0.1465
2564,LRM,Half-Sibs,0.1998
2565,LRM,Half-Sibs,-1.00E-04
2566,LRM,Half-Sibs,0.1754
2567,LRM,Half-Sibs,0.2346
2568,LRM,Half-Sibs,0.0723
2569,LRM,Half-Sibs,0.3824
2570,LRM,Half-Sibs,0.1449
2571,LRM,Half-Sibs,0.17
2572,LRM,Half-Sibs,0.2096
2573,LRM,Half-Sibs,0.2608
2574,LRM,Half-Sibs,0.4006
2575,LRM,Half-Sibs,0.3361
2576,LRM,Half-Sibs,0.1379
2577,LRM,Half-Sibs,0.3113
2578,LRM,Half-Sibs,0.2482
2579,LRM,Half-Sibs,0.0968
2580,LRM,Half-Sibs,0.2452
2581,LRM,Half-Sibs,0.2848
2582,LRM,Half-Sibs,0.5449
2583,LRM,Half-Sibs,0.0673
2584,LRM,Half-Sibs,0.1556
2585,LRM,Half-Sibs,0.1171
2586,LRM,Half-Sibs,0.3544
2587,LRM,Half-Sibs,0.1179
2588,LRM,Half-Sibs,0.1294
2589,LRM,Half-Sibs,-0.0155
2590,LRM,Half-Sibs,0.0306
2591,LRM,Half-Sibs,0.4687
2592,LRM,Half-Sibs,0.3583
2593,LRM,Half-Sibs,0.3844
2594,LRM,Half-Sibs,0.1278
2595,LRM,Half-Sibs,0.416
2596,LRM,Half-Sibs,0.1303
2597,LRM,Half-Sibs,0.2671
2598,LRM,Half-Sibs,0.1492
2599,LRM,Half-Sibs,0.2056
2600,LRM,Half-Sibs,0.4627
2601,LRM,Half-Sibs,0.2974
2602,LRM,Half-Sibs,0.2733
2603,LRM,Half-Sibs,0.0622
2604,LRM,Half-Sibs,-0.0971
2605,LRM,Half-Sibs,-0.011
2606,LRM,Half-Sibs,0.0994
2607,LRM,Half-Sibs,-0.0166
2608,LRM,Half-Sibs,0.3677
2609,LRM,Half-Sibs,0.4084
2610,LRM,Half-Sibs,0.498
2611,LRM,Half-Sibs,0.0462
2612,LRM,Half-Sibs,0.1718
2613,LRM,Half-Sibs,0.3455
2614,LRM,Half-Sibs,0.3083
2615,LRM,Half-Sibs,0.1986
2616,LRM,Half-Sibs,0.2042
2617,LRM,Half-Sibs,0.1095
2618,LRM,Half-Sibs,0.1912
2619,LRM,Half-Sibs,0.3018
2620,LRM,Half-Sibs,0.1703
2621,LRM,Half-Sibs,0.2235
2622,LRM,Half-Sibs,0.5127
2623,LRM,Half-Sibs,0.5132
2624,LRM,Half-Sibs,0.0572
2625,LRM,Half-Sibs,-0.0015
2626,LRM,Half-Sibs,0.2086
2627,LRM,Half-Sibs,0.6578
2628,LRM,Half-Sibs,0.1116
2629,LRM,Half-Sibs,0.1161
2630,LRM,Half-Sibs,0.186
2631,LRM,Half-Sibs,0.5447
2632,LRM,Half-Sibs,0.1949
2633,LRM,Half-Sibs,0.3802
2634,LRM,Half-Sibs,0.2849
2635,LRM,Half-Sibs,0.0403
2636,LRM,Half-Sibs,0.2059
2637,LRM,Half-Sibs,0.4054
2638,LRM,Half-Sibs,0.2198
2639,LRM,Half-Sibs,0.2322
2640,LRM,Half-Sibs,0.1896
2641,LRM,Half-Sibs,0.2903
2642,LRM,Half-Sibs,0.2237
2643,LRM,Half-Sibs,0.4194
2644,LRM,Half-Sibs,0.3155
2645,LRM,Half-Sibs,0.3996
2646,LRM,Half-Sibs,0.4968
2647,LRM,Half-Sibs,0.1411
2648,LRM,Half-Sibs,0.351
2649,LRM,Half-Sibs,0.1193
2650,LRM,Half-Sibs,0.259
2651,LRM,Half-Sibs,0.3354
2652,LRM,Half-Sibs,0.2732
2653,LRM,Half-Sibs,0.2508
2654,LRM,Half-Sibs,0.476
2655,LRM,Half-Sibs,0.0653
2656,LRM,Half-Sibs,0.0507
2657,LRM,Half-Sibs,0.2811
2658,LRM,Half-Sibs,0.3364
2659,LRM,Half-Sibs,-0.0146
2660,LRM,Half-Sibs,0.1654
2661,LRM,Half-Sibs,0.2577
2662,LRM,Half-Sibs,0.2068
2663,LRM,Half-Sibs,0.2444
2664,LRM,Half-Sibs,0.4591
2665,LRM,Half-Sibs,-0.0989
2666,LRM,Half-Sibs,0.1712
2667,LRM,Half-Sibs,0.0657
2668,LRM,Half-Sibs,0.4905
2669,LRM,Half-Sibs,0.1372
2670,LRM,Half-Sibs,0.3483
2671,LRM,Half-Sibs,0.2854
2672,LRM,Half-Sibs,0.1777
2673,LRM,Half-Sibs,0.2839
2674,LRM,Half-Sibs,0.3596
2675,LRM,Half-Sibs,0.4675
2676,LRM,Half-Sibs,0.115
2677,LRM,Half-Sibs,0.1723
2678,LRM,Half-Sibs,0.4202
2679,LRM,Half-Sibs,0.2952
2680,LRM,Half-Sibs,0.2829
2681,LRM,Half-Sibs,0.2606
2682,LRM,Half-Sibs,0.3364
2683,LRM,Half-Sibs,0.2407
2684,LRM,Half-Sibs,0.2919
2685,LRM,Half-Sibs,0.2246
2686,LRM,Half-Sibs,0.2215
2687,LRM,Half-Sibs,0.2214
2688,LRM,Half-Sibs,0.2635
2689,LRM,Half-Sibs,0.3885
2690,LRM,Half-Sibs,0.2196
2691,LRM,Half-Sibs,0.2097
2692,LRM,Half-Sibs,0.3411
2693,LRM,Half-Sibs,0.3496
2694,LRM,Half-Sibs,0.1664
2695,LRM,Half-Sibs,0.2777
2696,LRM,Half-Sibs,0.2904
2697,LRM,Half-Sibs,-0.0463
2698,LRM,Half-Sibs,0.2073
2699,LRM,Half-Sibs,0.1715
2700,LRM,Half-Sibs,0.2063
2701,LRM,Half-Sibs,0.2556
2702,LRM,Half-Sibs,0.1397
2703,LRM,Half-Sibs,0.2141
2704,LRM,Half-Sibs,0.1509
2705,LRM,Half-Sibs,0.3539
2706,LRM,Half-Sibs,0.3787
2707,LRM,Half-Sibs,0.4295
2708,LRM,Half-Sibs,0.5306
2709,LRM,Half-Sibs,0.0972
2710,LRM,Half-Sibs,0.3719
2711,LRM,Half-Sibs,0.2522
2712,LRM,Half-Sibs,0.0344
2713,LRM,Half-Sibs,0.258
2714,LRM,Half-Sibs,0.1338
2715,LRM,Half-Sibs,0.0413
2716,LRM,Half-Sibs,-0.0358
2717,LRM,Half-Sibs,0.1667
2718,LRM,Half-Sibs,0.0831
2719,LRM,Half-Sibs,0.4943
2720,LRM,Half-Sibs,-0.0724
2721,LRM,Half-Sibs,0.2632
2722,LRM,Half-Sibs,0.2455
2723,LRM,Half-Sibs,0.1738
2724,LRM,Half-Sibs,0.1855
2725,LRM,Half-Sibs,0.4227
2726,LRM,Half-Sibs,0.3804
2727,LRM,Half-Sibs,0.3759
2728,LRM,Half-Sibs,0.1698
2729,LRM,Half-Sibs,0.3353
2730,LRM,Half-Sibs,0.3163
2731,LRM,Half-Sibs,0.0509
2732,LRM,Half-Sibs,0.0263
2733,LRM,Half-Sibs,0.0631
2734,LRM,Half-Sibs,0.1474
2735,LRM,Half-Sibs,0.1433
2736,LRM,Half-Sibs,-0.0587
2737,LRM,Half-Sibs,0.1428
2738,LRM,Half-Sibs,0.2459
2739,LRM,Half-Sibs,0.5803
2740,LRM,Half-Sibs,0.3193
2741,LRM,Half-Sibs,0.2633
2742,LRM,Half-Sibs,0.4811
2743,LRM,Half-Sibs,0.4007
2744,LRM,Half-Sibs,0.3789
2745,LRM,Half-Sibs,0.1232
2746,LRM,Half-Sibs,0.1682
2747,LRM,Half-Sibs,0.4485
2748,LRM,Half-Sibs,0.1194
2749,LRM,Half-Sibs,0.3784
2750,LRM,Half-Sibs,-0.0011
2751,LRM,Half-Sibs,0.2735
2752,LRM,Half-Sibs,0.3133
2753,LRM,Half-Sibs,0.082
2754,LRM,Half-Sibs,0.3094
2755,LRM,Half-Sibs,0.2067
2756,LRM,Half-Sibs,0.233
2757,LRM,Half-Sibs,0.2446
2758,LRM,Half-Sibs,0.3466
2759,LRM,Half-Sibs,0.2866
2760,LRM,Half-Sibs,0.2921
2761,LRM,Half-Sibs,0.2367
2762,LRM,Half-Sibs,0.3483
2763,LRM,Half-Sibs,0.1243
2764,LRM,Half-Sibs,0.3629
2765,LRM,Half-Sibs,0.1267
2766,LRM,Half-Sibs,0.3058
2767,LRM,Half-Sibs,-0.0124
2768,LRM,Half-Sibs,0.2216
2769,LRM,Half-Sibs,0.073
2770,LRM,Half-Sibs,0.376
2771,LRM,Half-Sibs,0.115
2772,LRM,Half-Sibs,0.3414
2773,LRM,Half-Sibs,0.3494
2774,LRM,Half-Sibs,0.1104
2775,LRM,Half-Sibs,0.3236
2776,LRM,Half-Sibs,0.4738
2777,LRM,Half-Sibs,0.251
2778,LRM,Half-Sibs,0.2807
2779,LRM,Half-Sibs,0.4035
2780,LRM,Half-Sibs,0.3567
2781,LRM,Half-Sibs,0.088
2782,LRM,Half-Sibs,0.5311
2783,LRM,Half-Sibs,0.2981
2784,LRM,Half-Sibs,0.5691
2785,LRM,Half-Sibs,0.1578
2786,LRM,Half-Sibs,0.2621
2787,LRM,Half-Sibs,0.3634
2788,LRM,Half-Sibs,0.3589
2789,LRM,Half-Sibs,0.1866
2790,LRM,Half-Sibs,0.4868
2791,LRM,Half-Sibs,0.2313
2792,LRM,Half-Sibs,-0.112
2793,LRM,Half-Sibs,0.0906
2794,LRM,Half-Sibs,0.2071
